t'Distributor' Guidance Disruptor Blueprint*	0	0	3	0	B6-XE8 - RC Ammunition -R	Bp Copy Faction	Помехопостановщики наводке орудий*
Cap Booster 400 Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Заряд системы пополнения накопителя*
Cap Booster 400 Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Заряд системы пополнения накопителя*
Cap Booster 400 Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Заряд системы пополнения накопителя*
Cap Booster 400 Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Заряд системы пополнения накопителя*
Cap Booster 50 Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Заряд системы пополнения накопителя*
Cap Booster 75 Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Заряд системы пополнения накопителя*
Cap Booster 75 Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Заряд системы пополнения накопителя*
Cap Booster 75 Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Заряд системы пополнения накопителя*
Cap Booster 75 Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Заряд системы пополнения накопителя*
Cap Booster 75 Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Заряд системы пополнения накопителя*
Cap Booster 800 Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Заряд системы пополнения накопителя*
Cap Booster 800 Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Заряд системы пополнения накопителя*
Cap Recharger I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Small Standard Container*	Система подзарядки конденсатора*
Cap Recharger I Blueprint*	8	12	94	0	B6-XE8 - RC Structure -R	Bp C upgradable	Система подзарядки конденсатора*
Cap Recharger I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система подзарядки конденсатора*
Cap Recharger I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система подзарядки конденсатора*
Cap Recharger I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система подзарядки конденсатора*
Cap Recharger I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система подзарядки конденсатора*
Cap Recharger I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система подзарядки конденсатора*
Cap Recharger II Blueprint*	4	14	11	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Система подзарядки конденсатора*
Capacitor Flux Coil I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Ускоритель подзарядки конденсатора*
Capacitor Flux Coil I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ускоритель подзарядки конденсатора*
Capacitor Flux Coil I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ускоритель подзарядки конденсатора*
Capacitor Flux Coil I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ускоритель подзарядки конденсатора*
Capacitor Power Relay I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Модуль передачи мощности на конденсатор*
Capacitor Power Relay I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Модуль передачи мощности на конденсатор*
Capital Ancillary Armor Repairer Blueprint*	0	0	20	0	B6-XE8 - RC Ammunition -R	Bp C not(upgradable)	Установки вспомогательного ремонта брони*
Capital Ancillary Remote Armor Repairer Blueprint*	0	0	20	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Установки дистанционного вспомогательного ремонта брони*
Capital Ancillary Remote Armor Repairer Blueprint*	0	0	20	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Установки дистанционного вспомогательного ремонта брони*
Capital Ancillary Shield Booster Blueprint*	0	0	20	0	B6-XE8 - RC Ammunition -R	Bp C not(upgradable)	Установки вспомогательной накачки силового поля*
Capital Cargo Bay Blueprint*	10	20	40	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты кораблей большого тоннажа*
Capital Cargo Bay Blueprint*	10	20	3	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты кораблей большого тоннажа*
Capital Cargo Bay Blueprint*	10	20	3	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты кораблей большого тоннажа*
Capital Cargohold Optimization II Blueprint*	0	0	2	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Тюнинг-модуль — астронавигация*
Capital Construction Parts Blueprint*	10	20	40	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты кораблей большого тоннажа*
Capital Construction Parts Blueprint*	10	20	40	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты кораблей большого тоннажа*
Capital Construction Parts Blueprint*	10	20	40	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты кораблей большого тоннажа*
Capital Construction Parts Blueprint*	10	20	40	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты кораблей большого тоннажа*
Capital Egress Port Maximizer II Blueprint*	0	0	2	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Тюнинг-модуль — энергосеть*
Capital Liquid Cooled Electronics II Blueprint*	0	0	2	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Тюнинг-модуль — энергосеть*
Capital Projectile Metastasis Adjuster II Blueprint*	0	0	2	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Тюнинг-модуль — баллистическое оружие*
Capital Propulsion Engine Blueprint*	10	20	13	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты кораблей большого тоннажа*
Capital Signal Disruption Amplifier II Blueprint*	0	0	2	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Тюнинг-модуль — системы электронного противодействия*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	8	16	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	8	16	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Caracal Blueprint*	10	20	5	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Carbonized Lead S Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Снаряды*
Carbonized Lead S Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Снаряды*
Carbonized Lead S Blueprint*	10	20	600	0	B6-XE8 - RC Structure -R	Bp C upgradable	Снаряды*
Cargo Scanner I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Комплекс для досмотра грузов*
Cargo Scanner I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Комплекс для досмотра грузов*
Catalyst Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Small Standard Container*	Эсминец*
Catalyst Blueprint*	10	20	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Эсминец*
Catalyst Blueprint*	10	20	20	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Эсминец*
Catalyst Blueprint*	10	20	20	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Эсминец*
Catalyst Blueprint*	10	20	20	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Эсминец*
Catalyst Blueprint*	10	20	20	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Эсминец*
Celestis Blueprint*	10	14	8	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Celestis Blueprint*	10	14	10	0	B6-XE8 - RC Structure -R	Bp C upgradable	Крейсер*
Celestis Blueprint*	10	14	9	0	B6-XE8 - RC Structure -R	Bp C upgradable	Крейсер*
10 x Civilian Data Analyzer Blueprint*	0	0	-1	0	B6-XE8 - RC Blueprint -R	Склад	Программно-аналитический комплекс*
Civilian EM Shield Hardener Blueprint*	0	0	1	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система настройки щита*
Civilian Explosive Shield Hardener Blueprint*	0	0	1	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система настройки щита*
Civilian Kinetic Shield Hardener Blueprint*	0	0	1	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система настройки щита*
Civilian Mining Drone Blueprint*	0	0	-1	0	B6-XE8 - RC Blueprint -R	Склад	Буровой дрон*
Civilian Mining Drone Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Drones	Буровой дрон*
Co-Processor I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Модуль апгрейда процессора*
Co-Processor I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Модуль апгрейда процессора*
Coercer Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Small Standard Container*	Эсминец*
Coercer Blueprint*	10	20	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Эсминец*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	20	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	17	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	50	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	50	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	50	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Coherent Asteroid Mining Crystal Type A I Blueprint*	10	20	50	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Кристалл настройки экстрактора*
Combat Scanner Probe I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Разведывательный зонд*
Combat Scanner Probe I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Разведывательный зонд*
Complex Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Complex Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Complex Asteroid Mining Crystal Type A I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Кристалл настройки экстрактора*
Complex Asteroid Mining Crystal Type A I Blueprint*	10	20	47	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Complex Asteroid Mining Crystal Type A I Blueprint*	10	20	47	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Complex Asteroid Mining Crystal Type A I Blueprint*	10	20	47	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Complex Asteroid Mining Crystal Type A I Blueprint*	10	20	47	0	B6-XE8 - RC Structure -R	Bp C upgradable	Кристалл настройки экстрактора*
Condor Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Condor Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Conflagration L Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецкристаллы для импульсных лазеров*
Conflagration L Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецкристаллы для импульсных лазеров*
Conflagration L Blueprint*	3	12	2	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецкристаллы для импульсных лазеров*
Conflagration L Blueprint*	2	4	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецкристаллы для импульсных лазеров*
Conflagration L Blueprint*	2	4	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецкристаллы для импульсных лазеров*
Conflagration L Blueprint*	2	4	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецкристаллы для импульсных лазеров*
Conflagration L Blueprint*	2	4	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецкристаллы для импульсных лазеров*
Consortium Capital Tractor Beam Blueprint*	0	0	1	0	B6-XE8 - RC Ammunition -R	Bp Copy Faction	Гравизахват*
Consortium Small Tractor Beam Blueprint*	0	0	1	0	B6-XE8 - RC Ammunition -R	Bp Copy Faction	Гравизахват*
Consortium Small Tractor Beam Blueprint*	0	0	1	0	B6-XE8 - RC Ammunition -R	Bp Copy Faction	Гравизахват*
Consortium Small Tractor Beam Blueprint*	0	0	1	0	B6-XE8 - RC Ammunition -R	Bp Copy Faction	Гравизахват*
Corax Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Эсминец*
Corax Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Эсминец*
Corax Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Эсминец*
Corax Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Эсминец*
Corax Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Эсминец*
Core Probe Launcher I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Пусковая установка разведзондов*
Core Scanner Probe I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Разведывательный зонд*
Core Scanner Probe I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Разведывательный зонд*
Core Scanner Probe I Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Разведывательный зонд*
Core Temperature Regulator Blueprint*	9	16	40	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Core Temperature Regulator Blueprint*	9	16	40	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Core Temperature Regulator Blueprint*	9	16	40	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Cormorant Blueprint*	7	12	9	0	B6-XE8 - RC Component -R	Small Standard Container*	Эсминец*
Covetor Blueprint*	10	20	8	0	B6-XE8 - RC Component -R	Small Standard Container*	Буровой корабль*
Crucifier Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Small Standard Container*	Фрегат*
Crucifier Blueprint*	10	20	30	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Crucifier Blueprint*	10	20	30	0	B6-XE8 - RC Structure -R	Bp C upgradable	Фрегат*
Cruise Missile Launcher I Blueprint*	9	16	60	0	B6-XE8 - RC Structure -R	Bp C upgradable	Пусковая установка ракет дальнего боя*
Crystalline Carbonide Armor Plate Blueprint*	10	20	1887	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Crystalline Carbonide Armor Plate Blueprint*	10	20	20000	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Crystalline Carbonide Armor Plate Blueprint*	10	20	20000	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Crystalline Carbonide Armor Plate Blueprint*	10	20	20000	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Curator I Blueprint*	10	20	195	0	B6-XE8 - RC Structure -R	Bp C upgradable	Боевой дрон*
Damage Control I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Модуль боевой живучести*
Damage Control I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Модуль боевой живучести*
Damage Control I Blueprint*	10	20	75	0	B6-XE8 - RC Structure -R	Bp C upgradable	Модуль боевой живучести*
Damage Control I Blueprint*	10	20	75	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Модуль боевой живучести*
Damage Control I Blueprint*	10	20	75	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Модуль боевой живучести*
Damage Control I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Модуль боевой живучести*
Damage Control I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Модуль боевой живучести*
Damavik Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Daredevil Blueprint*	0	0	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Data Analyzer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Программно-аналитический комплекс*
Data Analyzer I Blueprint*	10	20	93	0	B6-XE8 - RC Structure -R	Bp C upgradable	Программно-аналитический комплекс*
Data Analyzer I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Программно-аналитический комплекс*
Data Analyzer II Blueprint*	3	2	11	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Программно-аналитический комплекс*
Data Analyzer II Blueprint*	3	2	13	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Программно-аналитический комплекс*
Deep Core Mining Laser I Blueprint*	10	20	11	0	B6-XE8 - RC Structure -R	Bp C upgradable	Буровой лазер*
Deep Core Mining Laser I Blueprint*	10	20	9	0	B6-XE8 - RC Structure -R	Bp C upgradable	Буровой лазер*
Deep Core Mining Laser I Blueprint*	10	20	9	0	B6-XE8 - RC Structure -R	Bp C upgradable	Буровой лазер*
Deep Core Mining Laser I Blueprint*	10	20	12	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Буровой лазер*
Deep Core Mining Laser I Blueprint*	10	20	5	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Буровой лазер*
Deep Core Mining Laser I Blueprint*	10	20	12	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Буровой лазер*
Deep Core Mining Laser I Blueprint*	10	20	12	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Буровой лазер*
Deep Core Mining Laser I Blueprint*	0	0	-1	0	B6-XE8 - RC Blueprint -R	Склад	Буровой лазер*
Defender Missile I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Противоракеты*
Deflection Shield Emitter Blueprint*	10	20	4000	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Depleted Uranium L Blueprint*	10	20	200	0	B6-XE8 - RC Component -R	Small Standard Container*	Снаряды*
Depleted Uranium L Blueprint*	10	20	200	0	B6-XE8 - RC Component -R	Small Standard Container*	Снаряды*
Drake Blueprint*	10	0	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Линейный крейсер общего назначения*
Drone Damage Amplifier I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Усилители боевой эффективности дронов*
Drone Damage Amplifier I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Усилители боевой эффективности дронов*
Drone Damage Amplifier I Blueprint*	10	20	197	0	B6-XE8 - RC Structure -R	Bp C upgradable	Усилители боевой эффективности дронов*
Drone Damage Amplifier I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Усилители боевой эффективности дронов*
Drone Damage Amplifier I Blueprint*	10	20	195	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Усилители боевой эффективности дронов*
Drone Damage Amplifier II Blueprint*	5	10	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Усилители боевой эффективности дронов*
Drone Damage Amplifier II Blueprint*	5	10	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Усилители боевой эффективности дронов*
Drone Link Augmentor I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Ретранслятор системы управления дронами*
Drone Link Augmentor I Blueprint*	10	20	60	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ретранслятор системы управления дронами*
Drone Link Augmentor I Blueprint*	10	20	60	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ретранслятор системы управления дронами*
Drone Link Augmentor I Blueprint*	10	20	60	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ретранслятор системы управления дронами*
Drone Link Augmentor I Blueprint*	10	20	60	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ретранслятор системы управления дронами*
Drone Navigation Computer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Навигационный компьютер дронов*
Drone Navigation Computer I Blueprint*	10	18	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Навигационный компьютер дронов*
ECCM Script Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Прошивка для активного усилителя*
ECCM Script Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Прошивка для активного усилителя*
EM Coating I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Защитное покрытие брони*
EM Coating I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Защитное покрытие брони*
EM Coating I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Защитное покрытие брони*
EM Coating I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Защитное покрытие брони*
EM Coating I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Защитное покрытие брони*
EM Coating I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Защитное покрытие брони*
EM Pulse Generator Blueprint*	10	20	549	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Emergent Neurovisual Interface Blueprint*	0	0	1000	0	B6-XE8 - RC Component -R	Small Standard Container*	Компоненты гибридных технологий*
EMP M Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Снаряды*
EMP M Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Снаряды*
Enormous Freight Container Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Транспортный контейнер*
Enormous Freight Container Blueprint*	10	20	90	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Enormous Freight Container Blueprint*	10	20	90	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Enormous Freight Container Blueprint*	10	20	84	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Enormous Freight Container Blueprint*	10	20	88	0	B6-XE8 - RC Ammunition -R	Bp* Container	Транспортный контейнер*
Entropic Radiation Sink I Blueprint*	0	0	5	0	B6-XE8 - RC Structure -R	Bp C upgradable	Поглотитель энтропического излучения*
Epithal Blueprint*	10	14	4	0	B6-XE8 - RC Component -R	Small Standard Container*	Перевозчик*
Epithal Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Small Standard Container*	Перевозчик*
Epithal Blueprint*	9	18	9	0	B6-XE8 - RC Component -R	Small Standard Container*	Перевозчик*
Epithal Blueprint*	10	18	8	0	B6-XE8 - RC Component -R	Small Standard Container*	Перевозчик*
Eris Blueprint*	3	2	3	0	B6-XE8 - RC Component -R	Small Standard Container*	Заградитель*
Executioner Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
Executioner Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Small Standard Container*	Фрегат*
Executioner Blueprint*	8	16	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Фрегат*
